persona_id,idx,source_config,persona_text,llm_label,llm_confidence,llm_reason,shard_id,age_heuristic,age
persona::54830,54830,persona,A high school student who is a big fan of American football and particularly admires Coach Jess Simpson.,yes,100,Persona explicitly describes themselves as a high school student,8,16,16
persona::59022,59022,persona,a high school track and field athlete from France,yes,100,explicitly described as a high school athlete,8,16,16
persona::60345,60345,persona,A younger sibling currently attending Grand Island High School and following in their sibling's footsteps,yes,100,currently attending high school,8,16,16
persona::64760,64760,persona,A high school student who assists with organizing fundraising events for the politician's campaigns,yes,100,Persona is explicitly described as a high school student,8,16,16
persona::68689,68689,persona,A high school student who is passionate about geography and constantly provides feedback on the app,yes,100,Persona explicitly describes themselves as a high school student,8,16,16
persona::76699,76699,persona,A basketball player from La Cañada High School who strives to outperform their sibling in every game,yes,100,Persona is described as being from La Cañada High School,8,16,16
persona::78016,78016,persona,A high school student from Ukraine with a strong interest in World War II history.,yes,100,Persona explicitly describes themselves as a high school student,8,16,16
persona::79480,79480,persona,A high school student interested in learning about the history and evolution of local factories,yes,100,Persona explicitly describes themselves as a high school student,8,16,16
persona::82540,82540,persona,A high school student who wants to become an engineer and discusses new discoveries at school during dinner,yes,100,Persona explicitly describes themselves as a high school student,8,16,16
persona::89100,89100,persona,a curious high school biology student who likes to share fascinating facts about mimetic species.,yes,100,Persona explicitly describes themselves as a high school student,8,16,16
persona::98277,98277,persona,A high school senior interested in the psychology of learning and technology's influence on their academic performance,yes,100,Persona is explicitly described as a high school senior,8,16,16
persona::105264,105264,persona,a high school classmate of Mrs. Susan Waldrep,yes,100,explicitly described as a high school classmate,8,16,16
persona::109628,109628,persona,A high school student interested in pursuing a career in design and seeking guidance on ethical considerations,yes,100,Persona explicitly describes themselves as a high school student,8,16,16
persona::116837,116837,persona,A group of high school students working on a community science project and needs assistance troubleshooting technical issues.,yes,100,Explicitly described as high school students,8,16,16
persona::118606,118606,persona,A high school environmental club member who is inspired by the sailor's dedication to ocean conservation,yes,100,Persona is described as a high school environmental club member,8,16,16
persona::121745,121745,persona,A high school student able to troubleshoot complex computer issues before completing their calculus homework,yes,100,Persona explicitly describes a current high school student,8,16,16
persona::123253,123253,persona,A talented athlete who transfers to the rival high school and becomes the star player on their team,yes,100,currently attending high school,8,16,16
persona::124556,124556,persona,A curious high school student who loves geography and is researching for a school project on Asian infrastructure and venues,yes,100,Persona explicitly describes themselves as a high school student,8,16,16
persona::126068,126068,persona,"A high school student deeply involved in the robotics club, balancing an interest in technology and a growing curiosity about their parent's love of baseball history",yes,100,Persona explicitly describes themselves as a high school student,8,16,16
persona::127464,127464,persona,An ambitious high school student aiming to study at MIT's Aerophysics program,yes,100,Explicitly described as a high school student,8,16,16
persona::129555,129555,persona,A high school student who shadows the retired biologist to gain insights into the world of biology,yes,100,Persona is explicitly described as a high school student,8,16,16
persona::130823,130823,persona,I'm a senior high school student who's been studying full-time online due to the pandemic and enjoys the more relaxed learning atmosphere at home.,yes,100,Persona explicitly states they are a senior high school student,8,16,16
persona::133822,133822,persona,A high school student torn between pursuing a career in astrophysics or becoming a professional painter,yes,100,Persona explicitly describes themselves as a high school student,8,16,16
persona::135467,135467,persona,A high school student who assists in organizing events at the museum and finds inspiration in the sergeant's stories,yes,100,Persona is explicitly described as a high school student,8,16,16
persona::142156,142156,persona,"A high school student from Montevideo, Uruguay, who has been dreaming of becoming a racing driver.",yes,100,Persona is explicitly described as a high school student,8,16,16
persona::145245,145245,persona,A high school student actively involved in community volunteering and aspiring to go into law enforcement,yes,100,Persona is explicitly described as a high school student,8,16,16
persona::149180,149180,persona,A high school prankster who often butts heads with authority figures but excels in creative writing,yes,100,Persona is explicitly described as a high school student,8,16,16
persona::156293,156293,persona,A high school student who loves reading romance novels and dreams of finding true love,yes,100,Persona explicitly describes themselves as a high school student,8,16,16
persona::163638,163638,persona,A fellow high school student who is also new to programming and can empathize with the challenges and frustrations of learning,yes,100,Persona explicitly describes themselves as a high school student,8,16,16
persona::166341,166341,persona,A high school sophomore who appreciates the connections between historical events and scientific advancements,yes,100,Persona explicitly describes themselves as a high school sophomore,8,16,16
persona::167720,167720,persona,A high school student who attends their sibling's yoga classes to improve flexibility and reduce stress,yes,100,Persona is explicitly described as a high school student,8,16,16
persona::172892,172892,persona,A struggling high school student who finally experiences a breakthrough in their understanding of calculus,yes,100,Persona explicitly describes themselves as a high school student,8,16,16
persona::185651,185651,persona,a high school student who is fascinated with how the world of online gaming and real world shopping can intersect.,yes,100,Persona explicitly describes themselves as a high school student,8,16,16
persona::187182,187182,persona,A high school student conducting independent research on lesser-known aspects of the Holocaust,yes,100,Persona is explicitly described as a high school student,8,16,16
persona::188988,188988,persona,A high school quarterback determined to break the retired coach's records,yes,100,Persona is explicitly described as a high school student,8,16,16
persona::190278,190278,persona,A high school student searching for a thought-provoking dystopian novel,yes,100,Persona explicitly describes themselves as a high school student,8,16,16
persona::196689,196689,persona,A high schooler actively involved in diversity and tolerance programs at their school,yes,100,Persona is explicitly described as a high schooler,8,16,16
persona::198559,198559,persona,A high school student who designs DIY terrariums and sells them online for a social cause,yes,100,Persona explicitly describes themselves as a high school student,8,16,16
persona::1315,1315,persona,A high school senior who dreams of becoming a skilled welder and seeks guidance on training options,yes,100,Persona is explicitly described as a high school senior,9,16,16
persona::6256,6256,persona,A friendly and outgoing American high school student who offers language practice and cultural immersion opportunities,yes,100,Persona is explicitly described as a high school student,9,16,16
persona::9146,9146,persona,A high school student starting to face the challenges of peer influence,yes,100,Explicitly described as a high school student,9,16,16
persona::15654,15654,persona,A defensive lineman from a neighboring high school with a reputation for stopping even the best quarterbacks,yes,100,described as being from a high school,9,16,16
persona::17200,17200,persona,A tenacious high school student researching for his history project eagerly,yes,100,Persona is explicitly described as a high school student,9,16,16
persona::19657,19657,persona,A high school student passionate about butterfly conservation and working on a related science fair project,yes,100,Explicitly described as a high school student,9,16,16
persona::23143,23143,persona,A high school classmate who used to play soccer with Liya Brooks,yes,100,explicitly described as a high school classmate,9,16,16
persona::24851,24851,persona,A wide receiver on the same high school football team who shares the same dream,yes,100,explicitly mentioned as being on a high school football team,9,16,16
persona::28656,28656,persona,A high school senior who aims for a Green Peace internship after graduation,yes,100,Persona is explicitly described as a high school senior,9,16,16
persona::32600,32600,persona,a 17-year-old high school student in London who dreams of working in space exploration,yes,100,explicitly described as a high school student,9,17,17
persona::35845,35845,persona,"An injured rugby player's high school teammate, who has always admired her resilience and determination.",yes,100,The persona is described as a high school teammate.,9,16,16
persona::37874,37874,persona,A high school student interested in pursuing a career in computational linguistics and seeks advice on language acquisition,yes,100,Persona explicitly describes themselves as a high school student,9,16,16
persona::43043,43043,persona,"A high school student with a passion for music, who wants to create interactive music visualizers through coding",yes,100,Persona explicitly describes themselves as a high school student,9,16,16
persona::49184,49184,persona,A high school senior who loves history and plays in the school band,yes,100,Persona is explicitly described as a high school senior,9,16,16
persona::52079,52079,persona,A dedicated high school basketball player striving to make it to the state tournament,yes,100,explicitly described as a high school student,9,16,16
persona::60427,60427,persona,"A high school student interested in computer science, seeking guidance on UI design principles",yes,100,Persona explicitly describes themselves as a high school student,9,16,16
persona::62011,62011,persona,A high school student who has been disciplined for expressing their political views,yes,100,Persona explicitly describes themselves as a high school student,9,16,16
persona::63798,63798,persona,a high school classmate of Kojo Bekoe-Sakyi who is also interested in engineering,yes,100,explicitly described as a high school classmate,9,16,16
persona::66226,66226,persona,A high school student interested in pursuing a career in renewable energy and looks up to the science teacher as a mentor,yes,100,Persona is explicitly described as a high school student,9,16,16
persona::67268,67268,persona,A sophomore student from South Forsyth High School,yes,100,Persona is explicitly described as a high school student,9,16,16
persona::71674,71674,persona,A nationally ranked high school baseball player who dedicates equal time to his studies and sports training,yes,100,nationally ranked high school baseball player,9,16,16
persona::75843,75843,persona,A high school debater who uses scientific arguments to bolster their points,yes,100,Persona is explicitly described as a high school debater,9,16,16
persona::79531,79531,persona,a high school music student studying for a test in Music Appreciation class,yes,100,Persona is explicitly described as a high school student,9,16,16
persona::80716,80716,persona,"A high school student with dreams of becoming a fashion designer, who admires the pop star's style",yes,100,Persona explicitly describes themselves as a high school student,9,16,16
persona::83618,83618,persona,A high school student who benefits from the improved search functionality for studying purposes,yes,100,Persona explicitly describes themselves as a high school student,9,16,16
persona::85477,85477,persona,A curious high school Latin student,yes,100,Persona explicitly describes themselves as a high school student,9,16,16
persona::89106,89106,persona,A high school student inspired by her science communication efforts and dreams of becoming an astrophysicist,yes,100,Explicitly described as a high school student,9,16,16
persona::96602,96602,persona,"A high school student with an interest in computer science, looking to their older sibling for advice on learning Java",yes,100,Persona explicitly describes themselves as a high school student,9,16,16
persona::98316,98316,persona,A high school student who is interested in local history and spends their free time helping with archiving tasks,yes,100,Persona explicitly describes themselves as a high school student,9,16,16
persona::99732,99732,persona,A high school student interested in entomology who assists the lab technician with insect collection and documentation,yes,100,Persona is explicitly described as a high school student,9,16,16
persona::101092,101092,persona,A high school student passionate about rocketry and president of the school's model rocket club,yes,100,Persona is explicitly described as a high school student,9,16,16
persona::104205,104205,persona,A high school student who participates in the park's volunteer program and learns about the importance of environmental conservation,yes,100,Persona is explicitly described as a high school student,9,16,16
persona::109709,109709,persona,an ambitious high school student planning to study oceanography,yes,100,explicitly described as a high school student,9,16,16
persona::111294,111294,persona,A high school poetry enthusiast who channels their passion for history through epic verses,yes,100,Persona is explicitly described as a high school student,9,16,16
persona::115272,115272,persona,"A high school teen trying out for school orchestra, practicing with their grandparent's guidance",yes,100,Persona is described as a high school teen,9,16,16
persona::118808,118808,persona,A Pennsylvania high school student who enjoys history but finds environmental science somewhat boring.,yes,100,Persona is explicitly described as a high school student,9,16,16
persona::121753,121753,persona,a high school classmate of Berta Castañé.,yes,100,explicitly described as a high school classmate,9,16,16
persona::123262,123262,persona,a high school girl who adores Ashley Jermaine and dreams of becoming a model,yes,100,Persona is explicitly described as a high school girl,9,16,16
persona::132271,132271,persona,A diligent high school student passionate about trigonometry and captivated by annual Civil War reenactments,yes,100,Persona explicitly describes themselves as a high school student,9,16,16
persona::139056,139056,persona,A high school student fascinated by her parent's work and aspiring to explore societal issues,yes,100,Explicitly described as a high school student,9,16,16
persona::140432,140432,persona,A senior high school student with a dream of becoming an established graphic designer,yes,100,Explicitly described as a senior high school student,9,16,16
persona::146871,146871,persona,A high school student navigating the complexities of technology and its effects on their generation,yes,100,Persona explicitly describes themselves as a high school student,9,16,16
persona::150356,150356,persona,A student athlete at T.L. Hanna High School,yes,100,Explicitly mentioned as a high school student,9,16,16
persona::152914,152914,persona,A high schooler who tutors younger siblings and works part-time after school to help financially,yes,100,Persona is explicitly described as a high schooler,9,16,16
persona::154372,154372,persona,a high school student who is interested in space exploration but has little background knowledge in radio astronomy.,yes,100,Persona is explicitly described as a high school student,9,16,16
persona::158187,158187,persona,"A high school student in China preparing for the National Higher Education Entrance Examination (a.k.a., the Gaokao)",yes,100,Explicitly described as a high school student,9,16,16
persona::159914,159914,persona,"A motivated high school student interested in pursuing a career in medicine, inspired by the biology teacher's passion for public health education",yes,100,Persona explicitly describes themselves as a high school student,9,16,16
persona::161475,161475,persona,A creative high school student with an aspiration to become a novelist,yes,100,Persona explicitly describes themselves as a high school student,9,16,16
persona::166370,166370,persona,A high school student who just moved to the United States and is learning about the American political system.,yes,100,Persona explicitly describes themselves as a high school student,9,16,16
persona::169133,169133,persona,A high school friend of Lele Nairne and an ardent supporter of international Judo competitions.,yes,90,Persona is described as a high school friend,9,16,16
persona::170150,170150,persona,A curious high school student who asks the retired judge endless questions about famous landmark cases,yes,100,Persona is explicitly described as a high school student,9,16,16
persona::177367,177367,persona,An ambitious high school student who takes additional jobs to contribute to the family income,yes,100,explicitly described as a high school student,9,16,16
persona::182110,182110,persona,"A high school student participating in a logic competition, eager to learn new strategies",yes,100,Explicitly described as a high school student,9,16,16
persona::191517,191517,persona,a Slovenian high school handball player,yes,100,explicitly described as a high school student,9,16,16
persona::193344,193344,persona,A senior high school student growing up in Vienna and interested in Software Engineering,yes,100,Explicitly described as a senior high school student,9,16,16
persona::198576,198576,persona,a young Slovenian high school teammate of Lan's who also aspires to be a professional athlete,yes,100,explicitly described as a high school teammate,9,16,16
persona::1365,1365,persona,a high school student from El Cerrito High School,yes,100,explicitly described as a high school student,10,16,16
persona::3190,3190,persona,A high school athlete who gains a deeper appreciation for biology by applying it to their favorite sport,yes,100,Persona is explicitly described as a high school athlete,10,16,16
persona::6257,6257,persona,A high school student who is struggling with his history studies,yes,100,Persona explicitly describes themselves as a high school student,10,16,16
persona::7439,7439,persona,A high school student fascinated by artificial intelligence and eager to follow in their grandparent's footsteps,yes,100,Explicitly described as a high school student,10,16,16
persona::14043,14043,persona,A high school athlete who listens to electronic music to get motivated before games,yes,100,Persona is explicitly described as a high school athlete,10,16,16
persona::17219,17219,persona,A talented musician in a high school band dreaming of getting into a prestigious conservatory,yes,100,Persona is in a high school band,10,16,16
persona::18211,18211,persona,A high school student who finds science classes boring but gets excited about learning through comedy,yes,100,Persona explicitly describes themselves as a high school student,10,16,16
persona::19661,19661,persona,A high school student interested in pursuing a career as a correctional officer,yes,100,Persona explicitly describes themselves as a high school student,10,16,16
persona::23388,23388,persona,A high schooler who listens attentively to their stories and finds inspiration for their own future,yes,100,Persona is explicitly described as a high schooler,10,16,16
persona::27287,27287,persona,A high school student interested in pursuing women's studies and seeks guidance on how to navigate the field,yes,100,Persona explicitly describes themselves as a high school student,10,16,16
persona::34650,34650,persona,A high school marching band member who aspires to perform in the Super Bowl halftime show,yes,100,Persona is described as a high school marching band member,10,16,16
persona::35946,35946,persona,A shy and introverted high school student struggling with the effects of abuse at home,yes,100,explicitly described as a high school student,10,16,16
persona::39625,39625,persona,An academically gifted high school student who values education and cherishes their close-knit family,yes,100,Persona is explicitly described as a high school student,10,16,16
persona::40594,40594,persona,A naturally gifted high school student famous for her school play performances and desiring a career on the big screen,yes,100,Explicitly described as a high school student,10,16,16
persona::43062,43062,persona,"A high school student working part-time jobs to support the family, motivated to study law to fight for justice",yes,100,Persona explicitly describes themselves as a high school student,10,16,16
persona::47309,47309,persona,A high school student who is fulfilling their community service requirement by helping in the garden,yes,100,Explicitly described as a high school student,10,16,16
persona::52102,52102,persona,A high school senior who was not accepted into Rensselaer,yes,100,Persona is explicitly described as a high school senior,10,16,16
persona::55404,55404,persona,A high school student aspiring to become an astronaut and eagerly consumes the blogger's content for inspiration,yes,100,Persona is explicitly described as a high school student,10,16,16
persona::60436,60436,persona,"A high school student interested in both anthropology and computer science, looking for advice on building a career that combines the two fields",yes,100,Persona explicitly describes themselves as a high school student,10,16,16
persona::62088,62088,persona,A high school student who is hesitant to try physical books due to the perceived inconvenience,yes,100,Persona explicitly describes themselves as a high school student,10,16,16
persona::63949,63949,persona,A high school student who has experienced the negative effects of crime and wants to share their story to raise awareness,yes,100,Persona explicitly describes themselves as a high school student,10,16,16
persona::64914,64914,persona,"A high school student engaged in an international baccalaureate program, fluent in three languages",yes,100,Explicitly described as a high school student,10,16,16
persona::67393,67393,persona,A curious high school student with an interest in biology and a family member who suffers from migraines,yes,100,Persona explicitly describes themselves as a high school student,10,16,16
persona::68754,68754,persona,A high school junior enrolled in JROTC with aspirations to attend the Air Force Academy,yes,100,Persona is explicitly described as a high school junior,10,16,16
persona::73352,73352,persona,A high school freshman interested in participating in varsity athletics,yes,100,Persona explicitly describes themselves as a high school freshman,10,16,16
persona::74491,74491,persona,a young woman who will graduate in 2023 from Coronado High School,yes,100,currently attending high school with a specified graduation year,10,16,16
persona::77041,77041,persona,A high school student leading a student-run organization promoting gender equality in schools,yes,100,Persona is explicitly described as a high school student,10,16,16
persona::79595,79595,persona,a high school classmate of Zack,yes,100,explicitly described as a high school classmate,10,16,16
persona::80886,80886,persona,A high school student who experiences the effects of racism firsthand and provides valuable insight to the sociologist,yes,100,Persona is explicitly described as a high school student,10,16,16
persona::92539,92539,persona,A curious high school student who seeks out their advice for their mock trial club,yes,100,Persona is explicitly described as a high school student,10,16,16
persona::94305,94305,persona,A high school student interested in learning the art of bike restoration,yes,100,Persona explicitly describes themselves as a high school student,10,16,16
persona::98584,98584,persona,A high school senior with dreams of going to a prestigious art school but unsure of the financial practicality,yes,100,Persona is explicitly described as a high school senior,10,16,16
persona::101167,101167,persona,A curious high school student who actively seeks out books and documentaries about African history outside of the classroom,yes,100,Persona explicitly describes themselves as a high school student,10,16,16
persona::103152,103152,persona,A high school student from Zambia interested in agriculture and nutrition.,yes,100,Persona is explicitly described as a high school student,10,16,16
persona::109850,109850,persona,A South Korean high school student with big dreams of becoming a model.,yes,100,Explicitly described as a high school student,10,16,16
persona::111446,111446,persona,A high school student searching for information to complete a report on Arunachal Pradesh's governance,yes,100,Persona is explicitly described as a high school student,10,16,16
persona::117006,117006,persona,A high school student with a passion for history and interested in the topic of US Army and Indian Wars.,yes,100,Persona explicitly describes themselves as a high school student,10,16,16
persona::118868,118868,persona,"A high school student trying to balance work and studies, who appreciates the manager's understanding and support",yes,100,Persona explicitly describes themselves as a high school student,10,16,16
persona::123391,123391,persona,a high school senior located in New Jersey considering multiple design schools across the U.S. and is passionate about 3D modeling.,yes,100,Persona is described as a high school senior,10,16,16
persona::126198,126198,persona,A high schooler who seeks the librarian's guidance in creating a website for a school project,yes,100,Persona is explicitly described as a high schooler,10,16,16
persona::127668,127668,persona,A high school student who regularly uses Skedula for their assignments and grades.,yes,100,Persona explicitly describes themselves as a high school student,10,16,16
persona::132276,132276,persona,a high school teenager who loves hip-hop music and respects its pioneers but dislikes overly elaborate language.,yes,100,Persona explicitly describes themselves as a high school teenager,10,16,16
persona::140493,140493,persona,A high school teen who likes to listen to their parent's stories but dreams of moving to a big city,yes,100,Persona is explicitly described as a high school teen,10,16,16
persona::145615,145615,persona,A high school student who helps out at the family coffee shop on weekends and is on the debate team,yes,100,explicitly described as a high school student,10,16,16
persona::151817,151817,persona,A high school junior preparing for the National History Day competition with a focus on cultural anthropology,yes,100,Persona is explicitly described as a high school junior,10,16,16
persona::154401,154401,persona,A high school history student eager to learn about the veteran's firsthand experiences during the war,yes,100,Persona is explicitly described as a high school student,10,16,16
persona::161587,161587,persona,A high school student interested in pursuing a career in medicine and seeks advice from their grandma,yes,100,Persona is explicitly described as a high school student,10,16,16
persona::167927,167927,persona,A high school student who feels conflicted about their parent's protective instincts,yes,100,Persona explicitly describes themselves as a high school student,10,16,16
persona::169240,169240,persona,An ambitious high school politician who often crosses paths in discourse-centered events,yes,100,Explicitly described as a high school politician,10,16,16
persona::172950,172950,persona,A curious high school sophomore keen on using geographic knowledge to start an ecotourism business,yes,100,Persona is explicitly described as a high school sophomore,10,16,16
persona::174778,174778,persona,A high school student who dreams of becoming a hematologist and seeks guidance and advice,yes,100,Persona explicitly describes themselves as a high school student,10,16,16
persona::177393,177393,persona,A high school student who has attended every live performance and knows all the YouTuber's songs by heart,yes,100,Persona explicitly describes themselves as a high school student,10,16,16
persona::180657,180657,persona,An aspiring athlete at Moeller High School who looks up to former successful players for inspiration,yes,100,currently attending high school,10,16,16
persona::189201,189201,persona,A high school literature student needing help in understanding shakespearean dialogue,yes,100,Persona is explicitly described as a high school student,10,16,16
persona::190434,190434,persona,A slightly introverted high school band student who plays the trombone,yes,100,Persona explicitly describes themselves as a high school student,10,16,16
persona::191553,191553,persona,a curious high school student in Finland who's interested in computer science,yes,100,explicitly described as a high school student,10,16,16
persona::196895,196895,persona,A high school student who spends a significant amount of time interacting on social media platforms,yes,100,Persona explicitly describes a current high school student,10,16,16
persona::197435,197435,persona,"A high school student from a disadvantaged neighborhood, aspiring to become a software engineer",yes,100,Persona is explicitly described as a high school student,10,16,16
persona::1460,1460,persona,a high school student who dreams of studying law and is searching for successful and outstanding lawyers to inspire and guide his career path,yes,100,Persona explicitly describes themselves as a high school student,11,16,16
persona::9274,9274,persona,A high school student seeking guidance on career paths in the field of mental health,yes,100,Persona explicitly describes themselves as a high school student,11,16,16
persona::10286,10286,persona,A high school student eagerly awaiting their turn to attend the same HBCU and follow in their sibling's footsteps,yes,100,Persona is described as a current high school student,11,16,16
persona::11926,11926,persona,A high school student who admires the content creator's visually appealing infographics and shares them with friends,yes,100,Persona explicitly describes themselves as a high school student,11,16,16
persona::15774,15774,persona,a Singaporean high school student who is fond of supernatural drama series,yes,100,explicitly described as a high school student,11,16,16
persona::23606,23606,persona,A curious high school biology student preparing for a science fair project on millipedes,yes,100,Persona is explicitly described as a high school student,11,16,16
persona::27381,27381,persona,a high school student with grandparents diagnosed with Alzheimer’s,yes,100,explicitly described as a high school student,11,16,16
persona::28709,28709,persona,A popular high school athlete who relies on their friend's tech skills to keep up with their grades,yes,100,Persona is explicitly described as a high school athlete,11,16,16
persona::31623,31623,persona,A high school student learning Python for their science fair project on artificial intelligence,yes,100,Persona is explicitly described as a high school student,11,16,16
persona::34666,34666,persona,A high school student struggling with the complexities of a long-distance relationship,yes,100,Persona explicitly describes themselves as a high school student,11,16,16
persona::43063,43063,persona,A high school student intrigued by consumer psychology and considering it as a future career path,yes,100,Persona explicitly describes themselves as a high school student,11,16,16
persona::47363,47363,persona,A high school student who is involved in multiple extracurricular activities and rarely sees their parent,yes,100,Persona explicitly describes themselves as a high school student,11,16,16
persona::49293,49293,persona,An ambitious high school student who runs a small regional magazine and is always on the hunt for business tips,yes,100,Persona explicitly describes themselves as a high school student,11,16,16
persona::50866,50866,persona,A curious high school student interested in learning about the impact of economic policies on society,yes,100,Persona explicitly describes themselves as a high school student,11,16,16
persona::52110,52110,persona,A high school band member who plays the drums and often debates music trends,yes,100,Persona is described as a high school band member,11,16,16
persona::59162,59162,persona,A high school teenager preparing for a history competition and interested in understanding the global impact of historical events,yes,100,Persona is explicitly described as a high school teenager,11,16,16
persona::60472,60472,persona,a 15-year-old high school student who loves world geography and curious about different cultures,yes,100,explicitly described as a high school student,11,15,15
persona::64979,64979,persona,A high school senior with chronic health issues who relies on medication to manage their condition,yes,100,Persona is explicitly described as a high school senior,11,16,16
persona::66416,66416,persona,a female high school student who is part of her school's Volleyball Club,yes,100,explicitly described as a high school student,11,16,16
persona::67403,67403,persona,an aspiring pole vaulter in high school,yes,100,explicitly mentioned as being in high school,11,16,16
persona::70426,70426,persona,A trendy and fashion-forward high school student who spends their weekends exploring music festivals,yes,100,Persona is explicitly described as a high school student,11,16,16
persona::73512,73512,persona,A curious high school physics student who just learned about basic symmetries,yes,100,Persona explicitly describes themselves as a high school student,11,16,16
persona::74523,74523,persona,A curious high school student who started a history vlog inspired by conversations with their grandparent,yes,100,Persona explicitly describes themselves as a high school student,11,16,16
persona::78225,78225,persona,A high school senior debating between a career in law to fight social injustices or a path in journalism to report them,yes,100,Persona is described as a high school senior,11,16,16
persona::80944,80944,persona,A high school student trying to build her self-confidence and physical strength,yes,100,Explicitly described as a high school student,11,16,16
persona::85782,85782,persona,"An ambitious high school student who excels in math and science, drawing inspiration from her successful older sibling",yes,100,Persona explicitly describes themselves as a high school student,11,16,16
persona::89161,89161,persona,A high school student who is very passionate about educational advocacy and looks up to teachers like Juliana Urtubey,yes,100,Persona explicitly describes themselves as a high school student,11,16,16
persona::90720,90720,persona,A high school student who is inspired by the advocate's work and starts their own open-source project for educational purposes,yes,100,Persona is explicitly described as a high school student,11,16,16
persona::92563,92563,persona,A high school student shadowing the researcher to gain hands-on experience in the field of pharmaceutical research,yes,100,Persona is explicitly described as a high school student,11,16,16
persona::98655,98655,persona,An older high school student who's won the local astronomy quiz competition twice in a row,yes,100,Described as a high school student,11,16,16
persona::99904,99904,persona,A high school biology student preparing for a microbiology test,yes,100,explicitly described as a high school student,11,16,16
persona::101297,101297,persona,A high school athlete who finds motivation and inspiration from the radio host's sports coverage,yes,100,Persona is explicitly described as a high school athlete,11,16,16
persona::103176,103176,persona,A young climate change activist who organized the first youth climate strike in their high school,yes,100,organizing a climate strike in their high school implies current attendance,11,16,16
persona::104290,104290,persona,A high school student fighting against school policies that discriminate against marginalized groups,yes,100,Persona explicitly describes themselves as a high school student,11,16,16
persona::109878,109878,persona,A high school student who buys limited edition Converse sneakers to add to their sneaker collection,yes,100,Persona is explicitly described as a high school student,11,16,16
persona::111486,111486,persona,A fellow high school student who has also been mentored and now wants to join forces to create a stronger impact,yes,100,Explicitly describes themselves as a high school student,11,16,16
persona::113464,113464,persona,A high school student who is part of a military family and attends the local school,yes,100,Persona explicitly describes themselves as a high school student,11,16,16
persona::120046,120046,persona,A high schooler who often discusses their heroes' journey inspired short stories with their mother,yes,100,Persona is explicitly described as a high schooler,11,16,16
persona::124627,124627,persona,a high school friend of Fred A. Pasqua who lives in New Canaan,yes,90,described as a high school friend,11,16,16
persona::126363,126363,persona,A high school student seeking guidance on how to organize a charity event for a local cause,yes,100,Persona explicitly describes themselves as a high school student,11,16,16
persona::127799,127799,persona,an Austrian high school student who is a huge fan of sci-fi series,yes,100,Persona is explicitly described as a high school student,11,16,16
persona::132292,132292,persona,A high school student who is introduced to Mark Twain's works through the librarian's discussions,yes,100,Persona is explicitly described as a high school student,11,16,16
persona::135725,135725,persona,I am a curious high school chemistry student who just learned about ionic compounds.,yes,100,Persona explicitly describes themselves as a high school student,11,16,16
persona::137514,137514,persona,A high school student considering joining the Navy to pursue a career in maritime engineering,yes,100,Persona is explicitly described as a high school student,11,16,16
persona::139164,139164,persona,An ambitious high school senior who appreciates the principal's commitment to academic excellence and physical well-being,yes,100,Persona is explicitly described as a high school senior,11,16,16
persona::140500,140500,persona,A curious high school math whiz who gets tutored in probability theory under the guise of learning lottery strategies,yes,100,Persona is explicitly described as a high school student,11,16,16
persona::147267,147267,persona,a curious high school student who has never heard of umbral calculus,yes,100,explicitly described as a high school student,11,16,16
persona::153203,153203,persona,a high school student in a web design course,yes,100,explicitly described as a high school student,11,16,16
persona::154588,154588,persona,"A high school student with a budding interest in biology, who regularly engages with the blogger's content and asks questions",yes,100,Persona explicitly describes a current high school student,11,16,16
persona::164234,164234,persona,a Japanese American high school student who is very interested in civil rights history.,yes,100,Persona is explicitly described as a high school student,11,16,16
persona::166493,166493,persona,A high school student interested in history who is writing a report on Sweden for a school project,yes,100,Persona is explicitly described as a high school student,11,16,16
persona::167963,167963,persona,A high school student regularly visiting to gain knowledge about classical literature for school assignments,yes,100,Persona is explicitly described as a high school student,11,16,16
persona::170539,170539,persona,A high school student struggling with complex sentence construction and punctuation,yes,100,Persona explicitly describes themselves as a high school student,11,16,16
persona::172952,172952,persona,A sports-loving high schooler who knows nothing about music and historical events.,yes,100,Persona explicitly describes themselves as a high schooler,11,16,16
persona::179396,179396,persona,A high school junior who is producing a documentary on the social effects of the internet for a class project,yes,100,Persona is explicitly described as a high school junior,11,16,16
persona::180734,180734,persona,A high school student who recently moved to a new military base and is struggling to adapt to the new environment,yes,100,Persona explicitly describes themselves as a high school student,11,16,16
persona::183847,183847,persona,A high school student who shares their thoughts on recent YA books they have read,yes,100,Persona explicitly describes themselves as a high school student,11,16,16
persona::189280,189280,persona,"A high school student with a passion for history, seeking guidance on choosing a research topic for a history fair",yes,100,Persona explicitly describes themselves as a high school student,11,16,16
persona::196948,196948,persona,A high school track and field star who often serves as a taste tester for new recipes,yes,100,Persona is described as a high school track and field star,11,16,16
persona::1472,1472,persona,A high school student determined to follow in their sibling's footsteps and get into Harvard,yes,100,Explicitly described as a high school student,12,16,16
persona::10379,10379,persona,"A curious high school student, passionate about philosophy, who just stumbled upon the name Enrico Berti.",yes,100,Persona explicitly describes themselves as a high school student,12,16,16
persona::14552,14552,persona,"A group of high school students who are inspired and educated by the filmmaker's documentaries, sparking discussions about social justice",yes,100,Explicitly described as high school students,12,16,16
persona::15969,15969,persona,A high school student who has never been interested in reading but is encouraged to explore different genres by the librarian,yes,100,Persona is explicitly described as a high school student,12,16,16
