idx,persona_text,age,source_config,is_excluded,llm_label,llm_confidence,llm_reason
104112,a high school sports aficionado who is always at the sideline of the games rooting for FHC,16,persona,False,yes,90,high school sports aficionado implies current involvement with high school
104174,A curious high school student exploring the field of gynecology and seeking mentorship,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
104205,A high school student who participates in the park's volunteer program and learns about the importance of environmental conservation,16,persona,False,yes,100,Persona is explicitly described as a high school student
104290,A high school student fighting against school policies that discriminate against marginalized groups,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
104416,A high school student who saves up their allowance to buy their favorite comic book series,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
104593,A high school student who is homeschooled through a virtual learning platform,16,persona,False,yes,100,Persona is explicitly described as a high school student
104618,A high school student who was inspired to start a blog reviewing novels after reading one of the novelist's books,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
104640,a high school student currently studying Frederick Douglass's autobiography,16,persona,False,yes,100,explicitly described as a high school student
104734,A high school student preparing for a debate competition and seeking guidance from the retired judge,16,persona,False,yes,100,Explicitly described as a high school student
104791,A high school student who has experienced the challenges of the achievement gap firsthand and provides valuable insight for program development,16,persona,False,yes,100,Persona is explicitly described as a high school student
104951,A high school student who is passionate about community service and regularly assists the retired carpenter in organizing woodworking workshops for kids,16,persona,False,yes,100,Persona is explicitly described as a high school student
105264,a high school classmate of Mrs. Susan Waldrep,16,persona,False,yes,100,explicitly described as a high school classmate
105915,A curious high schooler taking AP History and seeking guidance to deepen their understanding of the subject,16,persona,False,yes,100,Explicitly describes themselves as a high schooler
106145,a high school javelin thrower hoping to become a professional athlete,16,persona,False,yes,100,explicitly described as a high school student
106316,A tech-savvy high school student who is inspired by the young physicist's innovative use of smartphones in experiments,16,persona,False,yes,100,Persona is explicitly described as a high school student
106371,A high school literature enthusiast who helps with the presentation aspect of the robotics project and maintains the team's morale,16,persona,False,yes,100,Persona is described as a high school literature enthusiast
106376,A high school student considering majoring in Educational Psychology,16,persona,False,yes,100,Persona is explicitly described as a high school student
107505,an impressed and inspired rural high school drama student,16,persona,False,yes,100,explicitly described as a high school student
107604,A high school student from another country who is inspired by the competition winner's success and seeks their advice,16,persona,False,yes,100,Persona is explicitly described as a high school student
107894,A high school senior trying to decide between pursuing a medical career or becoming a professional musician,16,persona,False,yes,100,Persona is explicitly described as a high school senior
108025,A high school sophomore struggling to find effective study methods,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
108052,A high school student with a passion for engineering and a project idea to harness solar energy,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
108732,A high school student who is assigned to interview a community member for a history project,16,persona,False,yes,100,Persona is explicitly described as a high school student
108736,"A popular student who takes the immigrant high school student under their wing, introducing them to different social circles",16,persona,False,yes,100,The persona is described as a high school student.
109563,A group of high school students who are passionate about Dungeons & Dragons and regularly host tabletop game nights,16,persona,False,yes,100,Explicitly described as high school students
109628,A high school student interested in pursuing a career in design and seeking guidance on ethical considerations,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
109709,an ambitious high school student planning to study oceanography,16,persona,False,yes,100,explicitly described as a high school student
109850,A South Korean high school student with big dreams of becoming a model.,16,persona,False,yes,100,Explicitly described as a high school student
109878,A high school student who buys limited edition Converse sneakers to add to their sneaker collection,16,persona,False,yes,100,Persona is explicitly described as a high school student
110266,A high school track star who is inspired by the stories of triumph and failure from their grandparent,16,persona,False,yes,100,Persona is explicitly described as a high school track star
110472,"A high school student who embraces pop culture and modern movies, preferring to spend time on TikTok rather than watching classic cinema",16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
110531,A high school student who finds inspiration in the blogger's mathematical explanations and aspires to pursue a career in mathematics,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
110637,"A high school student living in a rural area, committed to taking advantage of any educational opportunity",16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
111108,A high school junior with aspirations of becoming a concept artist for video games,16,persona,False,yes,100,Persona explicitly describes themselves as a high school junior
111294,A high school poetry enthusiast who channels their passion for history through epic verses,16,persona,False,yes,100,Persona is explicitly described as a high school student
111446,A high school student searching for information to complete a report on Arunachal Pradesh's governance,16,persona,False,yes,100,Persona is explicitly described as a high school student
111486,A fellow high school student who has also been mentored and now wants to join forces to create a stronger impact,16,persona,False,yes,100,Explicitly describes themselves as a high school student
111857,A football enthusiast of Jefferson High School in Georgia,16,persona,False,yes,90,attends Jefferson High School
112092,A high school student who relies on the radio host's recommendations to stay up-to-date with the latest music trends,16,persona,False,yes,100,Persona is explicitly described as a high school student
112391,an Oyster Bay High School student who is a proud member of the chess club and has little interest in any sports,16,persona,False,yes,100,Explicitly mentions being a high school student
112973,A high school AV club president who produces content and streams for local eSports events,16,persona,False,yes,100,Persona is described as a high school AV club president
113464,A high school student who is part of a military family and attends the local school,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
113695,a high school student who likes video games and has a basic understanding of programming but struggles with math.,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
113727,A native English high school student who's attempting to learn Old English as part of a school project,16,persona,False,yes,100,Explicitly described as a high school student
114327,"A high school student with a passion for genealogy and family history, seeking guidance on utilizing online research resources",16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
114459,A high school student struggling with English literature and aspiring to cover the content gap,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
115050,A high school student with a learning disability who has faced discrimination in the classroom,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
115272,"A high school teen trying out for school orchestra, practicing with their grandparent's guidance",16,persona,False,yes,100,Persona is described as a high school teen
115595,Bangladeshi high school senior dreaming of becoming an engineer,16,persona,False,yes,100,Persona is explicitly described as a high school senior
115684,A curious high schooler who is inspired to pursue a career in biomechanics,16,persona,False,yes,100,Persona explicitly describes themselves as a high schooler
115776,a Hungarian high school student who dreams to be a bird artist,16,persona,False,yes,100,Persona is explicitly described as a high school student
116548,"a high school student in Manchester, New Hampshire interested in law as a career",16,persona,False,yes,100,explicitly described as a high school student
116837,A group of high school students working on a community science project and needs assistance troubleshooting technical issues.,16,persona,False,yes,100,Explicitly described as high school students
117006,A high school student with a passion for history and interested in the topic of US Army and Indian Wars.,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
117655,A high school student who finds the animated videos helpful in understanding economic concepts for their exams,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
117742,"A high school student with a passion for coffee, seeking guidance and advice on pursuing a career in the industry",16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
117860,I am a bored high school student who really doesn't care about microorganisms and has to write a report on Malawimonads.,16,persona,False,yes,100,Persona explicitly states they are a high school student
118606,A high school environmental club member who is inspired by the sailor's dedication to ocean conservation,16,persona,False,yes,100,Persona is described as a high school environmental club member
118808,A Pennsylvania high school student who enjoys history but finds environmental science somewhat boring.,16,persona,False,yes,100,Persona is explicitly described as a high school student
118868,"A high school student trying to balance work and studies, who appreciates the manager's understanding and support",16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
119118,A high school track and field star recovering from a career-threatening injury,16,persona,False,yes,100,Persona is described as a high school track and field star
119131,A high school student who is more intrigued by electronic dance music and sees rock & roll as their parent's genre,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
119251,A high school student interested in photography who helps take pictures of the dishes for the blog,16,persona,False,yes,100,Persona is explicitly described as a high school student
119316,A high school student who relies on the content creator's videos to supplement their remote learning,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
119468,An aspiring American high school football player from Quincy hoping to make it into the professional leagues,16,persona,False,yes,100,Persona is described as an American high school football player
120046,A high schooler who often discusses their heroes' journey inspired short stories with their mother,16,persona,False,yes,100,Persona is explicitly described as a high schooler
120171,A shy high schooler who finds solace in nature and wants to capture its beauty through photography,16,persona,False,yes,100,Persona explicitly describes themselves as a high schooler
120200,A high school student who is a member of several sports teams and is seeking advice on managing their time effectively,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
120767,"A high school student with a passion for innovation and startups, looking to shadow their entrepreneurial relative for a day",16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
120933,"An affluent center from a neighboring high school, boasting state-of-the-art training facilities and several scholarships",16,persona,False,yes,90,described as being from a high school
121143,a student who enjoys history and is attending a local high school in Novi Sad.,16,persona,False,yes,100,attending a local high school
121745,A high school student able to troubleshoot complex computer issues before completing their calculus homework,16,persona,False,yes,100,Persona explicitly describes a current high school student
121753,a high school classmate of Berta Castañé.,16,persona,False,yes,100,explicitly described as a high school classmate
122168,A high school student who aspires to become an Olympic athlete and seeks advice on the socioeconomic aspects,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
122542,"A high schooler who is part of her school's debate club and is currently preparing for a debate on ""Local Sustainability vs Global Food Trade"".",16,persona,False,yes,100,Persona explicitly describes themselves as a high schooler
122753,A high school debate team captain seeking advice on persuasive speaking techniques,16,persona,False,yes,100,Persona is a high school debate team captain
122838,A shy high school student with a passion for classic American muscle cars,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
122902,"a high school classmate of Liam Pullen, who is not into snooker but is proud of his friend's achievements.",16,persona,False,yes,100,Described as a high school classmate
122965,a STEM high school student in Scotland,16,persona,False,yes,100,explicitly described as a high school student
123253,A talented athlete who transfers to the rival high school and becomes the star player on their team,16,persona,False,yes,100,currently attending high school
123262,a high school girl who adores Ashley Jermaine and dreams of becoming a model,16,persona,False,yes,100,Persona is explicitly described as a high school girl
123391,a high school senior located in New Jersey considering multiple design schools across the U.S. and is passionate about 3D modeling.,16,persona,False,yes,100,Persona is described as a high school senior
124318,An ambitious high school student aiming for appointment to a military academy,16,persona,False,yes,100,explicitly described as a high school student
124448,A high school student interested in graphic design fascinated by the design of vintage tickets.,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
124556,A curious high school student who loves geography and is researching for a school project on Asian infrastructure and venues,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
124627,a high school friend of Fred A. Pasqua who lives in New Canaan,16,persona,False,yes,90,described as a high school friend
125068,A high school student who frequently visits the library to fuel their interest in engineering,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
125126,A high school student who excels in online classes and aspires to become an online course instructor,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
125472,A Texas high school football player,16,persona,False,yes,100,explicitly described as a high school student
125569,A motivated and academically ambitious high school senior who wants to explore advanced historical topics,16,persona,False,yes,100,Persona is explicitly described as a high school senior
125810,A high school student who attends empowerment programs organized by the community organizer and the retired principal,16,persona,False,yes,100,Persona is explicitly described as a high school student
126068,"A high school student deeply involved in the robotics club, balancing an interest in technology and a growing curiosity about their parent's love of baseball history",16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
126198,A high schooler who seeks the librarian's guidance in creating a website for a school project,16,persona,False,yes,100,Persona is explicitly described as a high schooler
126363,A high school student seeking guidance on how to organize a charity event for a local cause,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
126629,A high school student in Hungary trying to choose a sports career path,16,persona,False,yes,100,Persona is explicitly described as a high school student
126667,A high school student inspired to study cybersecurity and law enforcement to protect people’s rights online,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
126927,A high school student who runs a successful blog focused on senior year tips,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
126949,An American high school student who has little knowledge about the grain-based foods business,16,persona,False,yes,100,Persona is explicitly described as an American high school student
127464,An ambitious high school student aiming to study at MIT's Aerophysics program,16,persona,False,yes,100,Explicitly described as a high school student
127668,A high school student who regularly uses Skedula for their assignments and grades.,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
127799,an Austrian high school student who is a huge fan of sci-fi series,16,persona,False,yes,100,Persona is explicitly described as a high school student
127958,A high school student who helps technologically train their cafeteria student club members,16,persona,False,yes,100,Persona is explicitly described as a high school student
127988,A high school student balancing competitive swimming with aspirations to study biomedical engineering,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
128408,A disciplined high school student applying to top universities while also managing a part-time job and volunteering at charity events,16,persona,False,yes,100,Explicitly described as a high school student
128474,"a high school student in Maharashtra, India, who's planning to study business.",16,persona,False,yes,100,explicitly described as a high school student
128504,A motivated high school junior who shares the teacher's passion for education,16,persona,False,yes,100,Persona is explicitly described as a high school junior
128699,"A high school student from Seward, Nebraska who is interested in politics.",16,persona,False,yes,100,Persona is explicitly described as a high school student
128701,A high school A/V club president with aspirations of becoming a film director,16,persona,False,yes,100,Persona is described as a high school A/V club president
129555,A high school student who shadows the retired biologist to gain insights into the world of biology,16,persona,False,yes,100,Persona is explicitly described as a high school student
129860,a proud Lebanese high school student and athlete who's considering pursuing a career in sprinting.,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
130136,A driven high school senior determined to expose the truth about corruption,16,persona,False,yes,100,Persona is explicitly described as a high school senior
130279,An eager high school student balancing his love for high jump with his academics,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
130447,A high school student organizing a food drive to help alleviate hunger in their community,16,persona,False,yes,100,Persona is explicitly described as a high school student
130545,A Danish high school student who is a big fan of Hans Christian Andersen.,16,persona,False,yes,100,Persona is explicitly described as a high school student
130823,I'm a senior high school student who's been studying full-time online due to the pandemic and enjoys the more relaxed learning atmosphere at home.,16,persona,False,yes,100,Persona explicitly states they are a senior high school student
131321,A high school student who loves animals and spends weekends helping out at the shelter,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
131545,a high school student who needs to research this topic for her biology class presentation,16,persona,False,yes,100,explicitly described as a high school student
131880,A high school student who is passionate about both biology and music and aims to pursue a career that combines both,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
132271,A diligent high school student passionate about trigonometry and captivated by annual Civil War reenactments,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
132276,a high school teenager who loves hip-hop music and respects its pioneers but dislikes overly elaborate language.,16,persona,False,yes,100,Persona explicitly describes themselves as a high school teenager
132292,A high school student who is introduced to Mark Twain's works through the librarian's discussions,16,persona,False,yes,100,Persona is explicitly described as a high school student
132826,A group of high school students organizing a fundraising event to support disaster relief efforts,16,persona,False,yes,100,Explicitly described as high school students
133417,A teenager who recently won a gold medal in a high school track and field competition,16,persona,False,yes,100,participated in high school track and field competition
133659,A curious and eager high school student interested in learning the trade of electrical work,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
133822,A high school student torn between pursuing a career in astrophysics or becoming a professional painter,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
134191,A high school student with a passion for engineering seeking advice on pursuing a career in metrology,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
134253,A high school student who has experienced improved concentration and focus in class due to regular exercise,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
134291,A curious high school student doing a biology project on snakes.,16,persona,False,yes,100,Explicitly described as a high school student
135375,an underprivileged female high school student fearful of her future,16,persona,False,yes,100,explicitly described as a high school student
135425,A high school student who has been inspired by the wellness coordinator and wants to become a nutritionist,16,persona,False,yes,100,Persona is explicitly described as a high school student
135467,A high school student who assists in organizing events at the museum and finds inspiration in the sergeant's stories,16,persona,False,yes,100,Persona is explicitly described as a high school student
135725,I am a curious high school chemistry student who just learned about ionic compounds.,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
136054,An interested high school student who is doing research on Buddhism for a school project.,16,persona,False,yes,100,Explicitly described as a high school student
136597,"A high school student with dreams of becoming a marine archaeologist, inspired by Robert Kurson's 'Shadow Divers'",16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
137077,"a high school student with a passion for veterinary medicine and animal husbandry in Zhengzhou, Henan",16,persona,False,yes,100,Persona is explicitly described as a high school student
137110,A high school student who often visits them for help with assignments and enjoys listening to their partner's jokes,16,persona,False,yes,100,Persona is explicitly described as a high school student
137514,A high school student considering joining the Navy to pursue a career in maritime engineering,16,persona,False,yes,100,Persona is explicitly described as a high school student
137571,An academically-driven high school senior who leads the debate team and is working on a thesis about the Olympics,16,persona,False,yes,100,Explicitly described as a high school senior
137712,A high school student who is frustrated with the limitations of the regular admissions system and seeking alternative options for higher education,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
137768,A high school junior passionate about robotics and feels indifferent towards literature,16,persona,False,yes,100,Persona is explicitly described as a high school junior
137837,A 17-year-old high school soccer player in Zimbabwe with dreams of going professional,17,persona,False,yes,100,Persona is explicitly described as a high school student
138276,A high school student obsessed with geography and dreamt of being a culinary critic,16,persona,False,yes,100,Persona is explicitly described as a high school student
138721,A high school student who finds inspiration in the ecologist's writing and starts her own environmental club,16,persona,False,yes,100,Persona is explicitly described as a high school student
139056,A high school student fascinated by her parent's work and aspiring to explore societal issues,16,persona,False,yes,100,Explicitly described as a high school student
139164,An ambitious high school senior who appreciates the principal's commitment to academic excellence and physical well-being,16,persona,False,yes,100,Persona is explicitly described as a high school senior
139315,A high school junior passionate about robotics and eager to apply chemical principles to robotic sensors,16,persona,False,yes,100,Persona is explicitly described as a high school junior
139362,A high school student interested in business and seeks guidance on applying to top-tier finance programs,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
139444,A high school student who is fascinated by the physics behind extreme sports,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
139517,A high school student who looks up to them as a role model in the tech industry,16,persona,False,yes,100,Explicitly described as a high school student
139908,An older sibling who is a drum major in a high school marching band and provides guidance and support to pursue their dream,16,persona,False,yes,100,drum major in a high school marching band
139937,I am a high school student participating in the Science Olympiad with a specialization in magnetic devices and applications.,16,persona,False,yes,100,Persona explicitly states they are a high school student
140249,A high school student in North Dakota writing a report on local political history,16,persona,False,yes,100,Persona is explicitly described as a high school student
140432,A senior high school student with a dream of becoming an established graphic designer,16,persona,False,yes,100,Explicitly described as a senior high school student
140493,A high school teen who likes to listen to their parent's stories but dreams of moving to a big city,16,persona,False,yes,100,Persona is explicitly described as a high school teen
140500,A curious high school math whiz who gets tutored in probability theory under the guise of learning lottery strategies,16,persona,False,yes,100,Persona is explicitly described as a high school student
140961,A talented high school athlete who dreams of playing for the Roosters someday,16,persona,False,yes,100,Persona is explicitly described as a high school athlete
141105,I am a curious high school student from Hungary who enjoys researching my country's notable figures and sharing fun facts with my friends.,16,persona,False,yes,100,Persona explicitly states they are a high school student
141224,A high school senior who helps the younger brother prepare for the challenges of high school,16,persona,False,yes,100,Persona is explicitly described as a high school senior
141340,A high school student who actively participates in the workshops and shows potential for becoming a future legal advocate,16,persona,False,yes,100,Persona is explicitly described as a high school student
141610,"A high school student living in Nome, Alaska who is interested in becoming a radio DJ.",16,persona,False,yes,100,Persona is explicitly described as a high school student
141681,A high school student learning about the structure of local government,16,persona,False,yes,100,Persona is explicitly described as a high school student
141689,"A high school soccer star who respects the history of the sport but supports Barcelona, sparking friendly debates",16,persona,False,yes,100,Persona is explicitly described as a high school soccer star
141774,"A high school student with a love for technology and design, hoping to learn more about custom keyboard making",16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
141823,"A high school student passionate about theatre, often uses grandparent's documents as inspiration for plays",16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
141829,A promising high school basketball player striving to live up to his parent's expectations,16,persona,False,yes,100,Explicitly described as a high school student
141832,A high school student who learns about AAVE from their elder and incorporates it into their poetry,16,persona,False,yes,100,Persona is explicitly described as a high school student
142027,A high school student excelling in Model United Nations and shows immense interest in political science,16,persona,False,yes,100,Persona is explicitly described as a high school student
142156,"A high school student from Montevideo, Uruguay, who has been dreaming of becoming a racing driver.",16,persona,False,yes,100,Persona is explicitly described as a high school student
142547,A curious high schooler conducting a research project on biodegradation,16,persona,False,yes,100,Persona explicitly describes themselves as a high schooler
142960,A high school junior eager to learn and participate in historical reenactments for extra credit,16,persona,False,yes,100,Persona explicitly describes themselves as a high school junior
143006,I'm a high school student who has an interest in charity work but never involved in one,16,persona,False,yes,100,Persona explicitly states they are a high school student
143402,a sensitive high school student who is open-minded and empathetic,16,persona,False,yes,100,Persona is explicitly described as a high school student
144191,A high school student in a Russian lower-tier city who is not very good at biology,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
144314,"A high school athlete playing soccer, undeterred by the lack of family tradition in professional athletic success",16,persona,False,yes,100,Persona is described as a high school athlete
144424,a high school classmate and casual friend of Fei Ernanduo,16,persona,False,yes,100,explicitly described as a high school classmate
144493,"A high school varsity baseball player who has excelled in the sport and acts as a mentor to the Little League player, providing guidance on skills and strategies.",16,persona,False,yes,100,Persona is described as a high school varsity baseball player
144968,A high school student who’s a big fan of Justin Cox.,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
145236,a student in a Turkish high school who is studying for the history exam,16,persona,False,yes,100,Turkish high school student
145245,A high school student actively involved in community volunteering and aspiring to go into law enforcement,16,persona,False,yes,100,Persona is explicitly described as a high school student
145615,A high school student who helps out at the family coffee shop on weekends and is on the debate team,16,persona,False,yes,100,explicitly described as a high school student
145852,A high school student who aspires to become a successful stock trader,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
146030,A high schooler interested in pursuing a career in healthcare and shadowing the retired nurse to gain experience,16,persona,False,yes,100,Persona is explicitly described as a high schooler
146242,A high school student who is following in her mother's footsteps and participating actively in writing competitions,16,persona,False,yes,100,Persona is explicitly described as a high school student
146294,A high school student who is eager to learn and discover their passion through vocational education programs,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
146335,A high school student looking for personalized tutoring in math and science subjects,16,persona,False,yes,100,Explicitly describes themselves as a high school student
146490,A high school student who admires the retired individual's dedication to supporting local businesses and aspires to follow in their footsteps,16,persona,False,yes,100,Persona is explicitly described as a high school student
146871,A high school student navigating the complexities of technology and its effects on their generation,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
147267,a curious high school student who has never heard of umbral calculus,16,persona,False,yes,100,explicitly described as a high school student
147565,A curious and enthusiastic high school student who relies on the teacher's explanations to grasp complex geometric concepts,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
147594,A high school senior who's looking for uniforms and is really passionate about supporting local businesses.,16,persona,False,yes,100,Persona is explicitly described as a high school senior
148309,an immunodeficient high school student in Australia,16,persona,False,yes,100,explicitly described as a high school student
148411,A top athlete from a neighbouring high school known for their exceptional pitching skills,16,persona,False,yes,100,Described as from a high school
148958,A high school student who has taken up checkers as a hobby and looks up to their expertise,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
149180,A high school prankster who often butts heads with authority figures but excels in creative writing,16,persona,False,yes,100,Persona is explicitly described as a high school student
149500,A junior in high school who runs a successful YouTube channel about DIY crafts and repurposing items,16,persona,False,yes,100,Persona is explicitly described as a junior in high school
149743,A high school student getting ready for the national robotics competition,16,persona,False,yes,100,Explicitly described as a high school student
150174,A high school student who has an interest in biology but no background knowledge of termites,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
150209,An American Art Student at New Canaan High School,16,persona,False,yes,100,Persona is explicitly described as attending high school
150356,A student athlete at T.L. Hanna High School,16,persona,False,yes,100,Explicitly mentioned as a high school student
150755,"A high school teenager who's a thrill-ride enthusiast, constantly comparing his mom’s park with others",16,persona,False,yes,100,Persona is explicitly described as a high school teenager
150991,A shy high schooler who finds confidence through mastering the clarinet,16,persona,False,yes,100,Persona explicitly describes themselves as a high schooler
151023,A high school student who is just starting to learn programming and seeks guidance on string manipulation,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
151129,"an anime-fan high school girl who's staying in Japan, incapable of understanding English language but big fan of J-rock",16,persona,False,yes,100,described as a high school girl
151235,A high school student excelling in Physics and dreaming of following in his grandparent's footsteps,16,persona,False,yes,100,Explicitly described as a high school student
151298,A high school student who dreams of embarking on epic adventures but is limited by their age and resources,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
151461,A high school student who excels in math competitions and enjoys weekend Sudoku challenges with their grandparent,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
151817,A high school junior preparing for the National History Day competition with a focus on cultural anthropology,16,persona,False,yes,100,Persona is explicitly described as a high school junior
152234,A high school student with big dreams but unsure where to begin in their education and career path,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
152246,A junior in high school who is writing a research paper on Kenneth F. Murrah and seeks guidance,16,persona,False,yes,100,Persona is explicitly described as a junior in high school
152258,A driven teenage gymnast aiming for the Olympics and navigating the challenges of high school,16,persona,False,yes,100,explicitly mentions navigating high school
152267,a high school women's basketball player from the competitor team of Thurgood Marshall High School,16,persona,False,yes,100,Described as a high school basketball player
152339,A high school student passionate about giving back to those who have served their country,16,persona,False,yes,100,Explicitly describes themselves as a high school student
152434,"A curious high school student from a different continent, aspiring to become a future model UN delegate",16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
152673,A talented high school quarterback eager to learn from the retired player's experience,16,persona,False,yes,100,Persona is explicitly described as a high school student
152711,A Cuban high school student studying political science,16,persona,False,yes,100,Persona is explicitly described as a high school student
152914,A high schooler who tutors younger siblings and works part-time after school to help financially,16,persona,False,yes,100,Persona is explicitly described as a high schooler
153203,a high school student in a web design course,16,persona,False,yes,100,explicitly described as a high school student
153286,High school football player and underwear enthusiast,16,persona,False,yes,95,high school football player indicates current high school attendance
153730,A high school student keen on studying theoretical physics but possesses an unconventional interest in vintage art techniques,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
153740,A high school student fascinated by programming and eager to learn Tkinter for creating their own projects,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
153933,a freshman high school student who participated in GEMS,16,persona,False,yes,100,explicitly described as a freshman high school student
153985,A high school student from Suriname interested in the country's political history.,16,persona,False,yes,100,Persona is explicitly described as a high school student
154129,A quiet and reserved high school student who often seeks comfort and guidance from the nurse,16,persona,False,yes,100,Persona is explicitly described as a high school student
154302,A high school student who is considering experimenting with drugs due to peer pressure,16,persona,False,yes,100,Persona is explicitly described as a high school student
154372,a high school student who is interested in space exploration but has little background knowledge in radio astronomy.,16,persona,False,yes,100,Persona is explicitly described as a high school student
154401,A high school history student eager to learn about the veteran's firsthand experiences during the war,16,persona,False,yes,100,Persona is explicitly described as a high school student
154588,"A high school student with a budding interest in biology, who regularly engages with the blogger's content and asks questions",16,persona,False,yes,100,Persona explicitly describes a current high school student
154894,A health-conscious high school athlete who often helps their parent distribute the donated bread,16,persona,False,yes,100,Persona is explicitly described as a high school athlete
155259,"A high school student participating in the research study, providing valuable insights and feedback on the teaching methods",16,persona,False,yes,100,Explicitly described as a high school student
155368,A fellow high school student who has attended a military-style summer camp and can offer insights on physical training,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
155844,A high school junior aiming to become a writer and deeply influenced by the works of Brontë and Shakespeare,16,persona,False,yes,100,Persona is explicitly described as a high school junior
156163,"A high school sophomore who attends the workshops, fascinated by the possibilities of technology",16,persona,False,yes,100,Persona is explicitly described as a high school sophomore
156293,A high school student who loves reading romance novels and dreams of finding true love,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
156804,A high school lacrosse player looking for mentorship and advice on balancing sports and academics,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
157065,"A slightly shy, awkward high school student who dreams of running away to the circus",16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
157169,A curious and musically inclined high schooler who sees the connection between science and music,16,persona,False,yes,100,Persona explicitly describes themselves as a high schooler
157580,A dedicated high school student active in art clubs and aiming for a scholarship,16,persona,False,yes,100,Persona is explicitly described as a high school student
158187,"A high school student in China preparing for the National Higher Education Entrance Examination (a.k.a., the Gaokao)",16,persona,False,yes,100,Explicitly described as a high school student
158848,"A high school senior aspiring to be an astronaut, taking every available STEM class",16,persona,False,yes,100,Persona is explicitly described as a high school senior
158971,A high school student who thrives in project-based learning environments and values the educator's guidance,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
159035,a high school student in the Clark County who hopes to have a career in public service,16,persona,False,yes,100,explicitly described as a high school student
159282,A high school student who has started a YouTube channel to make science experiments based on principles learned from their mentor,16,persona,False,yes,100,Persona is explicitly described as a high school student
