idx,regime,persona_text,subject,relation,object,num_triplets,num_unique_triplets,num_unique_subjects,num_unique_objects,num_unique_concepts,num_unique_relations,triplet_repetition_ratio,persona_num_tokens,triplets_per_100_tokens,sentiment_score,lexical_ttr,lexical_avg_word_len,graph_num_nodes,graph_num_edges,graph_avg_degree,graph_density,graph_num_components,graph_largest_component_size,graph_largest_component_ratio
30,highschool,A high school student interested in machine learning and looking for tips to get started with neural networks,knight; knight; knight; princess; princess; princess,fights for; is unfamiliar with; is_thankful_to; is_thankful_to; is; married,life; country; princess; knight; thankful; knight,6,6,2,5,5,5,0.0,18,33.33333333333333,0.0,1.0,5.111111111111111,5,6,1.6,0.6,1,5,1.0
30,highschool,"A high school student participating in the research study, providing valuable insights and feedback on the teaching methods",princess; princess; knight; knight; knight; princess; dragon,is; marries; marries; rides_through; fights_for; thanks; fights_for,thankful; knight; princess; forest; death; knight; life,7,7,3,6,7,5,0.0,18,38.88888888888889,0.0,0.9444444444444444,5.833333333333333,7,7,1.4285714285714286,0.3333333333333333,2,5,0.7142857142857143
30,highschool,A high school student who excels in online classes and aspires to become an online course instructor,country; young knight; knight; princess; knight; princess,is; is; encounters; marries; is_married_to; is_thankful_to,unfamiliar; young; dragon; knight; princess; knight,6,6,4,5,7,5,0.0,17,35.294117647058826,0.0,0.9411764705882353,4.9411764705882355,7,6,1.1428571428571428,0.2857142857142857,3,3,0.42857142857142855
30,highschool,A high school student who looks up to their older sibling's leadership skills and seeks guidance on running for student council,armor; dragon; knight; princess; princess,scorched; appeared; was_thankful_to; was_thankful_to; married,true; forest; princess; knight; knight,5,5,4,4,6,4,0.0,21,23.809523809523807,0.0,0.9545454545454546,4.818181818181818,6,5,1.0,0.3333333333333333,3,2,0.3333333333333333
30,highschool,a Mexican high school student attending a public school,knight; princess; princess; knight; dragon; princess,is_thankful; is_thankful_to; is; is; fights_for; marries,princess; knight; thankful; thankful; death; knight,6,6,3,4,5,5,0.0,9,66.66666666666666,0.0,0.7777777777777778,5.222222222222222,5,6,1.6,0.6,2,3,0.6
31,highschool,"A high school sophomore who attends the workshops, fascinated by the possibilities of technology",princess; knight; princess,marries; has_armor_destroyed_by; is_thankful_to,knight; dragon; knight,3,3,2,2,3,3,0.0,14,21.428571428571427,0.0,0.9285714285714286,5.857142857142857,3,3,1.3333333333333333,1.0,1,3,1.0
31,highschool,"A high school student deeply involved in the robotics club, balancing an interest in technology and a growing curiosity about their parent's love of baseball history",dragon; princess; knight; princess; princess,fights_with; marries; struggles_for; thankful; is_thankful_to,knight; knight; life; knight; knight,5,5,3,2,4,5,0.0,26,19.230769230769234,0.037037037037037035,0.9259259259259259,5.111111111111111,4,5,1.5,0.8333333333333334,1,4,1.0
31,highschool,A high school student looking for books that reflect their own experiences and struggles,armor; armor; princess; princess,is_scorned; is_completely_scorched; marries; is,knight; knight; knight; thankful,4,4,2,2,4,4,0.0,14,28.57142857142857,0.0,1.0,5.357142857142857,4,4,1.5,0.6666666666666666,1,4,1.0
31,highschool,"A high school student struggling with advanced algebra, seeking guidance through the blog",knight; knight; princess; princess; knight; knight; knight; princess,fights; is_thanked_by; is_thankful; is_thankful_to; wears; fights_for; is_married_to; marries,dragon; princess; thankful; knight; armor; life; princess; knight,8,8,2,6,6,8,0.0,13,61.53846153846154,0.0,1.0,5.846153846153846,6,8,1.6666666666666667,0.5333333333333333,1,6,1.0
31,highschool,a high school student who is fascinated with how the world of online gaming and real world shopping can intersect.,princess; young knight; young; beautiful; princess; princess; knight,is_thankful_to; is; describes; describes; married; has_emotion; is,knight; knight; knight; princess; knight; thankful; young knight,7,7,5,4,6,5,0.0,20,35.0,0.0,0.95,4.7,6,7,1.6666666666666667,0.4666666666666667,1,6,1.0
32,highschool,A high school student who loves reading romance novels and dreams of finding true love,princess; princess; knight; dragon; armor; knight; princess,is; marries; protects; appears; becomes_scorched; hurries_after; is_thankful_towards,thankful; knight; princess; country; knight; dragon; knight,7,7,4,5,6,7,0.0,15,46.666666666666664,0.06666666666666667,1.0,4.8,6,7,1.6666666666666667,0.4666666666666667,1,6,1.0
32,highschool,"A high school student with an interest in computer science, looking to their older sibling for advice on learning Java",princess; princess; armor; knight; princess,is thankful to; is; is_scorched_by; is; marries,knight; thankful; knight; thankful; knight,5,5,3,2,4,4,0.0,20,25.0,0.0,1.0,4.9,4,5,2.0,0.8333333333333334,1,4,1.0
32,highschool,A tenacious high school student researching for his history project eagerly,princess; young knight; knight; knight; knight; princess,marries; rides through; kills; marries; is_responsible_for; is_thankful_to,knight; forest; dragon; princess; princess; knight,6,6,3,4,5,5,0.0,11,54.54545454545454,0.0,1.0,5.909090909090909,5,6,1.2,0.6,2,3,0.6
32,highschool,I am a Japanese high school student who aspires to become a professional soccer player.,princess; life; princess,marries; is_at_stake_in; is_thankful_to,knight; knight_vs_dragon_battle; knight,3,3,2,2,4,3,0.0,15,20.0,0.0,0.9333333333333333,4.8,4,3,1.0,0.5,2,2,0.5
33,highschool,A curious and determined high school student who aspires to become a white hat hacker,princess; knight; princess,married; is; is,knight; determined; thankful,3,3,2,3,4,2,0.0,15,20.0,0.0,0.9333333333333333,4.733333333333333,4,3,1.5,0.5,1,4,1.0
33,highschool,A high school senior who brings the teacher a cup of coffee every morning as a token of appreciation,knight; princess; knight; knight; armor; knight; princess; knight,is_responsible_for; is_thankful_to; wants_to_free; kills; is_damaged_by; fights_for; marries; marries,princess; knight; princess; dragon; heat; princess; knight; princess,8,8,3,4,5,7,0.0,19,42.10526315789473,0.0,0.8421052631578947,4.315789473684211,5,8,1.2,0.8,2,3,0.6
33,highschool,"A high school student aspiring to be a doctor, seeking guidance on how to excel in both academics and sports",princess; princess; young; knight,marries; is_thankful_to; describes; is_married_to,knight; knight; knight; princess,4,4,3,2,3,4,0.0,20,20.0,0.0,0.9,4.4,3,4,1.3333333333333333,1.3333333333333333,1,3,1.0
33,highschool,"A high school student interested in cybersecurity, seeking advice from the Python programmer",knight; young knight; princess; princess,engages_in_battle_with; is; is_thankful_to; married,dragon; young; knight; knight,4,4,3,3,5,4,0.0,13,30.76923076923077,0.0,1.0,6.076923076923077,5,4,1.2,0.4,2,3,0.6
33,highschool,A high school student seeking guidance on how to organize a charity event for a local cause,princess; unfamiliar; knight; knight; young; knight; knight; knight; princess,married; describes; is; is_thankful_to; describes; is; married; is_married_to; is_thankful_to,knight; knight; brave; princess; knight; unfamiliar; princess; princess; knight,9,9,4,4,5,5,0.0,17,52.94117647058824,0.0,0.8823529411764706,4.411764705882353,5,9,1.6,0.9,1,5,1.0
33,highschool,"A slightly shy, awkward high school student who dreams of running away to the circus",princess; knight; knight; knight; princess; princess,marries; rescues; wears; hurries_after; feels; is_thankful_to,knight; princess; armor; dragon; thankful; knight,6,6,2,5,5,6,0.0,15,40.0,0.0,1.0,4.6,5,6,1.6,0.6,1,5,1.0
34,highschool,"A high school student interested in pursuing a career in information theory, seeking guidance and advice",princess; princess; princess; life,is_thankful_to; married; thankful; is_opposite_of,knight; knight; knight; death,4,4,2,2,4,4,0.0,16,25.0,0.0,0.875,5.5,4,4,1.0,0.6666666666666666,2,2,0.5
34,highschool,A high school student who is struggling to understand the metaphors in a poem,princess; knight; knight; scorching; knight; knight; knight; princess,marries; marries; rescues; results in; is; fights against; is_responsible_for; feels,knight; princess; princess; armor damage; unfamiliar; dragon; princess; thankful,8,8,3,6,7,7,0.0,14,57.14285714285714,0.0,0.9285714285714286,4.571428571428571,7,8,1.4285714285714286,0.38095238095238093,2,5,0.7142857142857143
34,highschool,A high school student who looks up to them and seeks guidance on how to get involved in community service and emergency response,knight; princess; knight; beautiful; princess,is_freed_by; is_thankful_to; engaged_in_battle_with; describes; married,princess; knight; dragon; princess; knight,5,5,3,3,4,5,0.0,23,21.73913043478261,0.0,0.9130434782608695,4.608695652173913,4,5,1.5,0.8333333333333334,1,4,1.0
34,highschool,A high school student who runs a successful blog focused on senior year tips,princess; princess; knight; dragon; knight,is; marries; frees; fights_for; kills,thankful; knight; princess; death; dragon,5,5,3,5,5,5,0.0,14,35.714285714285715,0.0,0.9285714285714286,4.5,5,5,1.6,0.5,1,5,1.0
34,highschool,"An ambitious high schooler interested in both physics and biology, seeking guidance on potential career paths",knight; life; young knight; forest; knight; princess; princess,is_married_to; is_at_stake_in; rides; is_unfamiliar_to; is_thanked_by; marries; is_thankful_to,princess; knight_vs_dragon; horse; knight; princess; knight; knight,7,7,5,4,7,7,0.0,16,43.75,0.0,1.0,5.8125,7,7,1.1428571428571428,0.3333333333333333,3,3,0.42857142857142855
35,highschool,A curious high school student who started a history vlog inspired by conversations with their grandparent,dragon; knight; knight; princess; princess,appears_in; is_thankful_to; is_unfamiliar_with; is_thankful_to; married,forest; princess; dragon; knight; knight,5,5,3,4,4,4,0.0,16,31.25,0.0,0.9375,5.625,4,5,1.5,0.8333333333333334,1,4,1.0
35,highschool,"A high school senior aspiring to be an astronaut, taking every available STEM class",princess; princess; knight; princess; death; knight; knight,is; marries; is; thanks; is_at_stake_in; is_unfamiliar_with; helps,thankful; knight; thankful; knight; knight_vs_dragon_battle; country; princess,7,7,3,5,6,6,0.0,14,50.0,0.0,1.0,4.928571428571429,6,7,1.6666666666666667,0.4666666666666667,2,4,0.6666666666666666
35,highschool,A high school student passionate about creating their own video games using XNA,princess; knight; dragon; knight; knight; princess; knight,marries; wins; unfamiliar; is_thankful_for; defeats; is_thankful_to; has,knight; victory; country; princess; dragon; knight; armor,7,7,3,6,6,7,0.0,13,53.84615384615385,0.0,1.0,5.153846153846154,6,7,1.6666666666666667,0.4666666666666667,1,6,1.0
35,highschool,A high school student researching the cultural impact of the 1960s and 1970s for a history project,princess; princess; forest; knight; knight; princess,is_thankful_to; married; is; wants_to_free; rescues; thankful,knight; knight; dense; princess; princess; knight,6,6,3,3,4,6,0.0,17,35.294117647058826,0.0,0.8823529411764706,4.823529411764706,4,6,1.0,1.0,2,2,0.5
35,highschool,An American high school student who has little knowledge about the grain-based foods business,princess; princess; princess,is; married; was,young; knight; thankful,3,3,1,3,4,3,0.0,14,21.428571428571427,0.0,1.0,5.266666666666667,4,3,1.5,0.5,1,4,1.0
36,highschool,A high school student struggling to understand trigonometry and looking for extra help in math,knight; princess; princess; knight; young knight; princess,is_married_to; marries; is_thankful_to; fights_for; rides through; feeling,princess; knight; knight; life; forest; thankful,6,6,3,5,6,6,0.0,15,40.0,0.0,1.0,5.333333333333333,6,6,1.3333333333333333,0.4,2,4,0.6666666666666666
36,highschool,A high school student who finds science classes boring but gets excited about learning through comedy,princess; thankful; knight; life; knight; knight; princess; princess; princess,marries; describes; is_married_to; is_at_stake_in; kills; is_unfamiliar_with; is_married_to; is; is_thankful_to,knight; princess; princess; knight_vs_dragon_battle; dragon; country; knight; thankful; knight,9,9,4,6,7,8,0.0,16,56.25,0.0625,1.0,5.375,7,9,1.4285714285714286,0.42857142857142855,2,5,0.7142857142857143
36,highschool,A high school student who regularly uses Skedula for their assignments and grades.,princess; young knight; knight; princess,married; is; was; was,knight; young; thankful; thankful,4,4,3,3,5,3,0.0,13,30.76923076923077,0.0,1.0,5.3076923076923075,5,4,1.6,0.4,2,3,0.6
36,highschool,A high school student who thrives in project-based learning environments and values the educator's guidance,princess; knight; knight; princess; dragon; knight; armor; dragon; princess; knight,marries; is_thankful_to; marries; thankful; fights_for; hurries_after; is_at_stake_in; fights_for; is_thankful_to; brave,knight; princess; princess; true; life; dragon; fight; death; knight; true,10,10,4,7,8,7,0.0,15,66.66666666666666,0.0,1.0,5.352941176470588,8,10,1.75,0.35714285714285715,2,6,0.75
36,highschool,An older high school student who's won the local astronomy quiz competition twice in a row,princess; princess; knight; knight; knight; knight; dragon,is thankful to; married; married; rescues; is in danger due to; hurries_after; is fought by,knight; knight; princess; princess; dragon; dragon; knight,7,7,3,3,3,6,0.0,16,43.75,0.0,1.0,4.352941176470588,3,7,1.3333333333333333,2.3333333333333335,1,3,1.0
36,highschool,a high school student obsessed with neat handwriting.,knight; knight; princess; knight; princess,marries; fights_for; marries; is; is,princess; life; knight; thankful; thankful,5,5,2,4,4,3,0.0,8,62.5,0.0,1.0,5.625,4,5,2.0,0.8333333333333334,1,4,1.0
37,highschool,A high school student balancing competitive swimming with aspirations to study biomedical engineering,princess; princess; unfamiliar; princess; dragon; knight; knight; knight; knight; knight; princess,is; is married to; describes; marries; appeared; frees; rode through; is married to; marries; was; is thankful to,thankful; knight; knight; knight; forest; princess; forest; princess; princess; unfamiliar; knight,11,11,4,5,6,9,0.0,13,84.61538461538461,0.0,1.0,6.846153846153846,6,11,1.6666666666666667,0.7333333333333333,1,6,1.0
37,highschool,A high school student eager to explore different subjects and learn from the persona's podcast recommendations,princess; knight; princess,marries; is_unfamiliar_with; is_thankful_to,knight; country; knight,3,3,2,2,3,3,0.0,16,18.75,0.0,1.0,5.529411764705882,3,3,1.3333333333333333,1.0,1,3,1.0
37,highschool,A high school student from a different state who seeks remote SAT and ACT tutoring,princess; knight; princess; life; knight; knight; princess,is_thankful_to; is_married_to; thankful; is_at_stake_in; hurries_after; wants_to_marry; marries,knight; princess; knight; fight; dragon; princess; knight,7,7,3,4,5,7,0.0,15,46.666666666666664,0.0,0.9333333333333333,4.533333333333333,5,7,1.2,0.7,2,3,0.6
37,highschool,"A high school student passionate about social justice, looking to learn and engage with the exhibit",princess; knight; knight; knight; knight; princess,marries; marries; is thanked by; is affected by; unfamiliar; is thankful to,knight; princess; princess; dragon; country; knight,6,6,2,4,4,5,0.0,16,37.5,0.0,1.0,5.1875,4,6,1.5,1.0,1,4,1.0
37,highschool,A high school student seeking guidance in the subjects the student excels in to improve their grades,princess; princess; princess; young; young knight; knight; knight; knight; knight,thankful; marries; is_thankful_to; describes; rides_through; is_unfamiliar_with; describes; is_thanked_by; is_married_to,knight; knight; knight; knight; forest; country; unfamiliar; princess; princess,9,9,4,5,7,8,0.0,17,52.94117647058824,0.0,0.8235294117647058,4.9411764705882355,7,9,1.4285714285714286,0.42857142857142855,2,5,0.7142857142857143
37,highschool,a high school student in the Clark County who hopes to have a career in public service,knight; princess; knight; young; knight; knight; princess; knight,young; marries; is_thankful_to; describes; hurries_after; is_unfamiliar_with; is_thankful_to; is_married_to,true; knight; princess; knight; dragon; country; knight; princess,8,8,3,5,6,7,0.0,17,47.05882352941176,0.0,0.8823529411764706,4.117647058823529,6,8,1.6666666666666667,0.5333333333333333,1,6,1.0
38,highschool,A curious high school student seeking guidance for their science fair project,knight; princess; knight; knight; dragon; princess; princess; knight; knight,rode_through; was thankful to; was; hurried_after; unfamiliar; was; married; fought; was thankful,forest; knight; thankful; dragon; forest; thankful; knight; dragon; princess,9,9,3,5,5,8,0.0,12,75.0,0.0,1.0,5.5,5,9,2.4,0.9,1,5,1.0
38,highschool,A high school junior who is quarterback of Harper Creek football team,completely; princess; young; princess; princess,modifies; was thankful to; describes; was; married,scorch; knight; dragon; thankful; knight,5,5,3,4,7,5,0.0,12,41.66666666666667,0.0,1.0,4.833333333333333,7,5,1.1428571428571428,0.23809523809523808,3,3,0.42857142857142855
38,highschool,"A high school student from Seward, Nebraska who is interested in politics.",dragon; princess; princess; young knight; knight; knight; knight; princess,unfamiliar; is; married; is; frees; kills; age; is_thankful_to,knight; thankful; knight; young; princess; dragon; 16 years old; knight,8,8,4,6,7,7,0.0,12,66.66666666666666,0.0,1.0,5.083333333333333,7,8,1.4285714285714286,0.38095238095238093,2,5,0.7142857142857143
38,highschool,"A high school student with a passion for astronomy, looking for reliable sources to learn from",princess; dragon; princess; knight; knight; princess,marries; fights_for; is; is_unfamiliar_with; is; is,knight; death; unknown; country; unknown; thankful,6,6,3,5,7,4,0.0,16,37.5,0.0,0.875,4.875,7,6,1.7142857142857142,0.2857142857142857,2,5,0.7142857142857143
39,highschool,A curious high school student eager to learn about the historical significance of each item,princess; princess; knight; dragon; princess,thankful; married; fought_for; appeared; was_thankful_to,knight; knight; life; country; knight,5,5,3,3,5,5,0.0,15,33.33333333333333,0.0,1.0,5.133333333333334,5,5,1.2,0.5,2,3,0.6
39,highschool,A high school student passionate about understanding the causes and consequences of World War II,armor; knight; princess; princess,is_damage_by; has_damage_to; marries; is_thankful_to,knight; armor; knight; knight,4,4,3,2,3,4,0.0,15,26.666666666666668,0.0,1.0,5.466666666666667,3,4,1.3333333333333333,1.3333333333333333,1,3,1.0
39,highschool,A high school student who is struggling with depression and contemplating dropping out of school,knight; princess; knight; princess,frees; marries; rides_through; is_thankful_to,princess; knight; forest; knight,4,4,2,3,3,4,0.0,15,26.666666666666668,0.0,0.9333333333333333,5.466666666666667,3,4,1.3333333333333333,1.3333333333333333,1,3,1.0
39,highschool,A high school student with a learning disability who looks up to their special education teacher as a role model,dragon; princess; princess; dragon; knight; princess; knight,fights_with; is thankful to; is; fights_for; hurries_after; marries; is married to,knight; knight; thankful; death; dragon; knight; princess,7,7,3,5,5,7,0.0,20,35.0,0.0,0.9,4.65,5,7,1.6,0.7,1,5,1.0
39,highschool,a proud Lebanese high school student and athlete who's considering pursuing a career in sprinting.,princess; princess; knight; knight; knight,is; married; freed; is; killed,thankful; knight; princess; brave; dragon,5,5,2,5,5,4,0.0,15,33.33333333333333,0.0625,0.9375,5.125,5,5,1.6,0.5,1,5,1.0
40,highschool,A high school student always curious about the technology used in the library's digitized system,knight; princess; knight; princess; knight; princess,fights; is thankful to; marries; marries; is; is,dragon; knight; princess; knight; thankful; thankful,6,6,2,4,4,4,0.0,15,40.0,0.0,0.9375,5.0625,4,6,2.0,1.0,1,4,1.0
40,highschool,A high school student who is fulfilling their community service requirement by helping in the garden,princess; princess; knight; dragon; knight,marries; is_thankful_to; rescues; kidnaps; is_rewarded_by,knight; knight; princess; princess; princess,5,5,3,2,3,5,0.0,16,31.25,0.0,1.0,5.3125,3,5,1.3333333333333333,1.6666666666666667,1,3,1.0
40,highschool,An eager high school student balancing his love for high jump with his academics,princess; knight; dragon; princess; princess,marries; fights_for; kidnaps; has_emotion; is_thankful_to,knight; death; princess; thankful; knight,5,5,3,4,5,5,0.0,14,35.714285714285715,0.07142857142857142,0.8571428571428571,4.785714285714286,5,5,1.6,0.5,1,5,1.0
40,highschool,"I am an inspired high school student with a passion for environmental activism, enamored with the achievements of conservationists like Ted Howard.",knight; knight; princess; knight; knight; princess,wants to marry; fights against; is; kills; is; marries,princess; dragon; thankful; dragon; thankful; knight,6,6,2,4,4,5,0.0,22,27.27272727272727,0.0,0.9545454545454546,5.636363636363637,4,6,2.0,1.0,1,4,1.0
40,highschool,a curious high school student in Finland who's interested in computer science,princess; princess; knight; princess; young; knight,marries; is; marries; is_thankful_to; describes; is,knight; thankful; princess; knight; knight; young,6,6,3,4,4,4,0.0,12,50.0,0.0,0.9230769230769231,5.0,4,6,1.5,1.0,1,4,1.0
41,highschool,A Canadian high school senior who is being forced to learn politics and not happy about it.,knight; knight; princess; knight; princess; princess; princess,saved; fought_for; was_saved_by; young; thankful; was_thankful_to; married,princess; death; knight; true; knight; knight; knight,7,7,2,4,4,7,0.0,17,41.17647058823529,0.058823529411764705,1.0,4.352941176470588,4,7,1.5,1.1666666666666667,1,4,1.0
41,highschool,A high school student interested in pursuing a career in education and eager to provide feedback on the curriculum specialist's programs,princess; knight; princess; young,marries; marries; is_thankful_to; describes,knight; princess; knight; knight,4,4,3,2,3,3,0.0,21,19.047619047619047,0.0,0.9090909090909091,5.2272727272727275,3,4,1.3333333333333333,1.3333333333333333,1,3,1.0
41,highschool,A high school student organizing a food drive to help alleviate hunger in their community,princess; armor; dragon; unfamiliar; princess; knight; knight; princess,is married to; is scorched; is; describes; marries; is married to; is thanked by; is thankful to,knight; knight; young; knight; knight; princess; princess; knight,8,8,5,3,6,7,0.0,15,53.333333333333336,0.0,0.9333333333333333,5.0,6,8,1.3333333333333333,0.5333333333333333,2,4,0.6666666666666666
41,highschool,A high school student passionate about rocketry and president of the school's model rocket club,princess; knight; dragon; dragon; knight; princess; princess; knight,is_thankful_to; rides; fights_for; unfamiliar; rescues; thankful; marries; marries,knight; horse; death; country; princess; knight; knight; princess,8,8,3,5,6,7,0.0,15,53.333333333333336,0.0,0.9375,5.0,6,8,1.3333333333333333,0.5333333333333333,2,3,0.5
41,highschool,a Japanese American high school student who is very interested in civil rights history.,princess; princess; knight; knight; armor; armor; princess,marries; has_emotion; engaged_in_combat_with; marries; scorched; is_scalded_by; is_thankful_toward,knight; thankful; dragon; princess; true; knight; knight,7,7,3,5,6,6,0.0,14,50.0,0.0,1.0,5.214285714285714,6,7,1.6666666666666667,0.4666666666666667,1,6,1.0
42,highschool,A curious high school student who actively seeks out books and documentaries about African history outside of the classroom,knight; princess; princess; dragon; princess,fights; is_thankful_to; is; fights_for; marries,dragon; knight; thankful; death; knight,5,5,3,4,5,5,0.0,19,26.31578947368421,0.0,1.0,5.526315789473684,5,5,1.6,0.5,1,5,1.0
42,highschool,A high school student interested in pursuing a career in cloud computing and seeking guidance,princess; knight; princess; young; knight,marries; marries; is_thankful_to; describes; is_rescuer_of,knight; princess; knight; knight; princess,5,5,3,2,3,4,0.0,15,33.33333333333333,0.0,0.8666666666666667,5.266666666666667,3,5,1.3333333333333333,1.6666666666666667,1,3,1.0
42,highschool,A high school student leading a student-run organization promoting gender equality in schools,young knight; young; knight; young knight; knight; princess; knight; princess,is; describes; helped; is; freed; was; was; married,adventurous; knight; princess; young; princess; thankful; thankful; knight,8,8,4,5,6,6,0.0,13,61.53846153846154,0.0,0.8571428571428571,5.714285714285714,6,8,2.0,0.5333333333333333,1,6,1.0
42,highschool,A high school student who shares their interest in sneakers and often engages in debates about the best brands and styles,princess; princess; knight; unfamiliar,married; was; was_thanked_by; describes,knight; thankful; princess; knight,4,4,3,3,4,4,0.0,21,19.047619047619047,0.0,0.9047619047619048,4.809523809523809,4,4,1.5,0.6666666666666666,1,4,1.0
42,highschool,A senior high school student who excels in physics and dreams of designing the next record-breaking skyscraper,princess; knight; knight; young knight; knight; knight; knight; princess,marries; marries; fights_for; rides through; wants_to_marry; rescues; is_responsible_for; feels,knight; princess; life; forest; princess; princess; princess; thankful,8,8,3,5,6,7,0.0,17,47.05882352941176,0.0,1.0,5.166666666666667,6,8,1.3333333333333333,0.5333333333333333,2,4,0.6666666666666666
42,highschool,A shy high school student who borrows courage from his favorite comic book heroes in cosplay,young knight; knight; young knight; knight; princess,is_unfamiliar_with; freed; rides through; married; is,country; princess; forest; princess; thankful,5,5,3,4,6,5,0.0,16,31.25,0.0,1.0,4.8125,6,5,1.3333333333333333,0.3333333333333333,2,3,0.5
43,highschool,"A high school junior with a natural flair for writing, aiming for a career in law",princess; dragon; knight; dragon; princess; unfamiliar,marries; fights_for; describes; kidnapping; is; describes,knight; death; unfamiliar; princess; thankful; knight,6,6,4,5,6,5,0.0,16,37.5,0.0,0.8125,4.0625,6,6,1.6666666666666667,0.4,1,6,1.0
43,highschool,A high school student who discovers a passion for history through playing the educational games,princess; princess; knight; princess,marries; feeling; hurries_after; is_thankful_to,knight; thankful; dragon; knight,4,4,2,3,4,4,0.0,15,26.666666666666668,0.0,0.9333333333333333,5.4,4,4,1.5,0.6666666666666666,1,4,1.0
43,highschool,A high school student who is fascinated by information management and dictatorship while working on school projects,knight; princess; princess; knight; princess,is; marries; is; engages_in_combat_with; is,thankful; knight; beautiful; dragon; thankful,5,5,2,4,5,3,0.0,17,29.411764705882355,0.0,0.9411764705882353,5.823529411764706,5,5,2.0,0.5,1,5,1.0
43,highschool,"I'm a curious high school student passionate about art and history, and I'm currently working on a project about Danish Golden Age paintings.",princess; princess; thankful; knight; knight; knight; knight; princess; knight,is; is_thankful_to; describes; is_married_to; wants_to_free; suffers_damage_from; kills; marries; is_thankful_for,unfamiliar; knight; princess; princess; princess; dragon; dragon; knight; princess,9,9,3,4,5,9,0.0,23,39.130434782608695,0.0,0.8,4.6,5,9,1.6,0.9,1,5,1.0
43,highschool,a high school student who needs to research this topic for her biology class presentation,knight; princess; princess; princess,is; is; is; married,thankful; beautiful; thankful; knight,4,4,2,3,4,2,0.0,15,26.666666666666668,0.0,1.0,5.0,4,4,2.0,0.6666666666666666,1,4,1.0
44,highschool,A diligent high school student passionate about trigonometry and captivated by annual Civil War reenactments,princess; knight; princess; princess; armor,marries; frees; is_thankful_to; thankful; is_scroched_by,knight; princess; knight; knight; knight,5,5,3,2,3,5,0.0,15,33.33333333333333,0.0,1.0,6.266666666666667,3,5,1.3333333333333333,1.6666666666666667,1,3,1.0
44,highschool,A fellow high school student who shares the same passion for storytelling and interviews local community members,young knight; knight; princess; princess,rides_through; travels_through; marries; is_thankful_to,forest; country; knight; knight,4,4,3,3,5,4,0.0,17,23.52941176470588,0.0,1.0,5.647058823529412,5,4,1.2,0.4,2,3,0.6
44,highschool,A high school student from Zambia interested in agriculture and nutrition.,princess; princess; princess,is_thankful_to; married; is,knight; knight; beautiful,3,3,1,2,3,3,0.0,11,27.27272727272727,0.0,1.0,5.7272727272727275,3,3,1.3333333333333333,1.0,1,3,1.0
44,highschool,A high school student interested in pursuing women's studies and seeks guidance on how to navigate the field,princess; life; knight; knight; princess,marries; is_fought_for; wants_to_free; has_armor; is,knight; dragon; princess; armor; thankful,5,5,3,5,6,5,0.0,18,27.77777777777778,0.0,1.0,4.7368421052631575,6,5,1.3333333333333333,0.3333333333333333,2,4,0.6666666666666666
45,highschool,A high school senior who leads the peer support group and aspires to become a psychologist,princess; princess; princess; knight; young knight; knight; knight; knight; knight,marries; thankful; is thankful to; travels_through; rides through; is thanked by; rescues; is married to; thankful,knight; knight; knight; forest; forest; princess; princess; princess; princess,9,9,3,3,4,8,0.0,16,56.25,0.0,0.9375,4.6875,4,9,1.5,1.5,1,4,1.0
45,highschool,A high school senior who loves history and plays in the school band,princess; knight; knight; princess; princess; knight; princess,marries; marries; wears; is; is; is; is,knight; princess; armor; young knight; unfamiliar; young knight; thankful,7,7,2,6,6,3,0.0,13,53.84615384615385,0.0,0.9230769230769231,4.230769230769231,6,7,2.0,0.4666666666666667,1,6,1.0
45,highschool,A high school student fighting against school policies that discriminate against marginalized groups,knight; princess; princess; dragon,killed; was; married; fought_for,dragon; thankful; knight; death,4,4,3,4,5,4,0.0,13,30.76923076923077,0.0,0.8461538461538461,6.769230769230769,5,4,1.6,0.4,1,5,1.0
45,highschool,A high school student interested in computer science and eager to learn about image recognition techniques,knight; knight; knight; knight; princess,fought_with; wears; freed; killed; married,dragon; armor; princess; dragon; knight,5,5,2,4,4,5,0.0,16,31.25,0.0,1.0,5.6875,4,5,1.5,0.8333333333333334,1,4,1.0
45,highschool,A high school student who is introduced to Mark Twain's works through the librarian's discussions,knight; princess; unfamiliar; princess; knight,is; is; describes; marries; frees,thankful; thankful; knight; knight; princess,5,5,3,3,4,4,0.0,15,33.33333333333333,0.0,0.9411764705882353,4.764705882352941,4,5,2.0,0.8333333333333334,1,4,1.0
45,highschool,A high school student who just moved to the United States and is learning about the American political system.,princess; armor; princess; knight; princess,marries; burned; feeling; wears; is_thankful_to,knight; scorched; thankful; armor; knight,5,5,3,4,5,5,0.0,19,26.31578947368421,0.0,0.9473684210526315,4.7894736842105265,5,5,1.6,0.5,1,5,1.0
45,highschool,A senior high school student growing up in Vienna and interested in Software Engineering,princess; princess; horse,marries; is; is_used_by,knight; thankful; young knight,3,3,2,3,5,3,0.0,14,21.428571428571427,0.0,0.9285714285714286,5.357142857142857,5,3,1.2,0.3,2,3,0.6
46,highschool,"A high school sophomore interested in both biology and math, benefiting from the interdisciplinary lessons",princess; dragon; princess,marries; kidnapping; is_thankful_to,knight; princess; knight,3,3,2,2,3,3,0.0,15,20.0,0.0,1.0,6.066666666666666,3,3,1.3333333333333333,1.0,1,3,1.0
